user_id,review_id,review_title,review_content,product_id,order_timestamp
user_86,R3HXWT0LRP0NMF,Satisfied,Looks durable Charging is fine tooNo complains,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_138,R2AJM3LFTLZHFO,Charging is really fast,Charging is really fast,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_47,R6AQJGUP6P86,Value for money, good product.,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_100,R1KD19VHEDV0OR,Product review,Till now satisfied with the quality.,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_129,R3C02RMYQMK6FC,Good quality,This is a good product . The charging speed is slower than the original iPhone cable,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_68,R39GQRVBUZBWGY,Good product,Good quality,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_138,R2K9EDOE15QIRJ,Good Product, would recommend,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_1,R3OI7YT648TL8I,As of now seems good,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81---F1ZgHL._SY88.jpg,B07JW9H4J1,2023-01-01 00:00:00.000000000
user_4,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,B098NS6PVG,2023-01-01 05:58:01.967213114
user_24,R1SMWZQ86XIN8U,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,B098NS6PVG,2023-01-01 05:58:01.967213114
user_129,R2J3Y1WL29GWDE,Super cable,Value for money,B098NS6PVG,2023-01-01 05:58:01.967213114
user_31,RYGGS0M09S3KY,As, with extra length👍,B098NS6PVG,2023-01-01 05:58:01.967213114
user_57,R17KQRUTAN5DKS,Good quality,Good,B098NS6PVG,2023-01-01 05:58:01.967213114
user_34,R3AAQGS6HP2QUK,Good product, working fine,B098NS6PVG,2023-01-01 05:58:01.967213114
user_45,R1HDNOG6TO2CCA,its good,Product quality is good,B098NS6PVG,2023-01-01 05:58:01.967213114
user_3,R3PHKXYA5AFEOU,Good quality for the price but one issue with my unit,Good,B098NS6PVG,2023-01-01 05:58:01.967213114
user_139,R3J3EQQ9TZI5ZJ,Good speed for earlier versions,Not quite durable and sturdy,B096MSW6CT,2023-01-01 11:56:03.934426229
user_15,R3E7WBGK7ID0KV,Good Product,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71rIggrbUCL._SY88.jpg,B096MSW6CT,2023-01-01 11:56:03.934426229
user_117,RWU79XKQ6I1QF,Working good,Working good,B096MSW6CT,2023-01-01 11:56:03.934426229
user_12,R25X4TBMPY91LX,Good for the price,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61bKp9YO6wL._SY88.jpg,B096MSW6CT,2023-01-01 11:56:03.934426229
user_30,R27OK7G99VK0TR,Good,Product,B096MSW6CT,2023-01-01 11:56:03.934426229
user_61,R207CYDCHJJTCJ,Worth for money,Very nice product,B096MSW6CT,2023-01-01 11:56:03.934426229
user_78,R3PCU8XMU173BT,Working nice,Working well,B096MSW6CT,2023-01-01 11:56:03.934426229
user_108,R1IMONDOWRNU5V,it's a really nice product,It's a really nice product,B096MSW6CT,2023-01-01 11:56:03.934426229
user_53,R3EEUZKKK9J36I,Good product,Good product,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_69,R3HJVYCLYOY554,Good one,long wire,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_18,REDECAZ7AMPQC,Nice,Charges good,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_25,R1CLH2ULIVG5U3,Really nice product,Nice,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_102,R2DMKIBGFKBD6R,Very first time change,I bought this cable for Rs.339 worthy product for this price,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_144,RC89B5IAJUTR5,Good, i tested it in various charger adapters 33w and 18w it supports fast charging as well.,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_138,R3B3DDON5FH8DS,Fine product but could be better,Good,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_11,R13WAEJDI5RS36,Very nice it's charging like jet,Ok,B08HDJ86NZ,2023-01-01 17:54:05.901639344
user_130,R1BP4L2HH9TFUP,As good as original,Bought this instead of original apple,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_54,R16PVJEXKV6QZS,Decent, does the work for 150rs,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_95,R2UPDB81N66T4P,Good one for secondary use, not as fast as apple charger but its a good option if you want cheap and good product,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_26,R3KK4GT934ST3I,Best quality, bought it for iPad pro 10.5 and it's working flawlessly,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_149,RCFHMWUSBIJO,GOOD, build quality is ok,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_110,RDO7DACXMAJ84,Amazing product at a mind blowing price!, its not like i am gonna hang my clothes on it and i want a very strong cable,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_38,R3A6MEZL3LY66Z,Nice Quality, even a braided cable stop working after a year,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_94,R1ESIEKPGAYA29,Good product, i have used both Anker and Apple store strong braided cable they all stop working after a year so please don't buy high end cables just for that instead choose a this one and even if it's stops working withing a year you only loose 150rs compares to 2000rs.UPDATE------------------------------------pin has stopped charging from one side,B08CF3B7N1,2023-01-01 23:52:07.868852459
user_90,R7S8ANNSDPR40,It's pretty good,It's a good product.,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_98,R3CLZFLHVJU26P,Average quality,Like,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_63,RFF7U7MPQFUGR,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_66,R1MV1NKC23DWPI,Good USB cable. My experience was very good it is long lasting,https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_13,R11D3U0V2XKDKF,Good,Good,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_55,R18MP1KLUE18PC,Nice product and useful,Nice product and useful product,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_125,RWGJNVEH5ZQME,-,-,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_100,R1XN72FU6Q37IH,Sturdy but does not support 33w charging,Sturdy but does not support 33w charging,B08Y1TFSP6,2023-01-02 05:50:09.836065573
user_83,R8E73K2KWJRDS,Long durable.,Build quality is good and it is comes with 2 year warranty.,B08WRWPM22,2023-01-02 11:48:11.803278688
user_67,RSD0JTIIWQQL8,good,Good Product,B08WRWPM22,2023-01-02 11:48:11.803278688
user_83,R64CRSTE9SLW1,Does not charge Lenovo m8 tab,Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab,B08WRWPM22,2023-01-02 11:48:11.803278688
user_10,R2FRTNIIUFJE1F,Best charging cable,Guys this cable is is best compare of everyone over heat protection,B08WRWPM22,2023-01-02 11:48:11.803278688
user_55,RWGNX3W7UOJ7W,good, quickly charging,B08WRWPM22,2023-01-02 11:48:11.803278688
user_98,R32TYHHODHTF5D,Boat, but chance to shock circuit,B08WRWPM22,2023-01-02 11:48:11.803278688
user_88,RQL9ZMQUTY7P2,Product was good,good,B08WRWPM22,2023-01-02 11:48:11.803278688
user_11,R280XJ5VZUBOXV,1.5 m का केबल मेरे लिए बहुत ही लाभदायक है ।,Nice,B08WRWPM22,2023-01-02 11:48:11.803278688
user_96,R2X090D1YHACKR,Worth for money - suitable for Android auto,Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_140,R32ZCIH9AFNJ60,Good Product,Everything is Okay. But packaging is not good feeling like seller gave is used cable.,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_20,R3N57EVVG0EHAF,Length,Good product,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_32,R3QWLE8JHROKC1,Nice,Good product but cost is more.,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_107,R2VTSDOOUTSQ5X,Original,Original cable,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_115,R3E6FZ75Q074KH,Very good quay Cable support fast charging.,I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_47,R1SYBQLTPFCW20,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_116,RYQT96J8HPIXE,I am veri happy with this product as it provide turbo charging.,It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.,B08DDRGWTJ,2023-01-02 17:46:13.770491803
user_34,R1LW6NWSVTVZ2H,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22,B008IFXQFU,2023-01-02 23:44:15.737704918
user_25,R3VR5WFKUS15C5,Does what it say but other brands available at lesser price, it worked out of the box in both,B008IFXQFU,2023-01-02 23:44:15.737704918
user_65,R2F6GC79OYWUKQ,Easy Handle, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,B008IFXQFU,2023-01-02 23:44:15.737704918
user_133,R3QZ19MECGWG9A,Great product,The wifi dongle is a simple plug & play device,B008IFXQFU,2023-01-02 23:44:15.737704918
user_85,R2MPU42MYK7GPO,Perfect working, will start catching available networks right after you plug it into your USB port,B008IFXQFU,2023-01-02 23:44:15.737704918
user_85,R33DVXFB4VYPZZ,Speed is perfect, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing,B008IFXQFU,2023-01-02 23:44:15.737704918
user_134,R1SQ7OGFR4JRUR,Great Design, hence a star less.,B008IFXQFU,2023-01-02 23:44:15.737704918
user_124,R1S5F9QI0M1VBZ, Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times,B008IFXQFU,2023-01-02 23:44:15.737704918
user_105,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,B082LZGK39,2023-01-03 05:42:17.704918032
user_145,R1SMWZQ86XIN8U,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,B082LZGK39,2023-01-03 05:42:17.704918032
user_97,R2J3Y1WL29GWDE,Super cable,Value for money,B082LZGK39,2023-01-03 05:42:17.704918032
user_94,RYGGS0M09S3KY,As, with extra length👍,B082LZGK39,2023-01-03 05:42:17.704918032
user_145,R17KQRUTAN5DKS,Good quality,Good,B082LZGK39,2023-01-03 05:42:17.704918032
user_149,R3AAQGS6HP2QUK,Good product, working fine,B082LZGK39,2023-01-03 05:42:17.704918032
user_150,R1HDNOG6TO2CCA,its good,Product quality is good,B082LZGK39,2023-01-03 05:42:17.704918032
user_15,R3PHKXYA5AFEOU,Good quality for the price but one issue with my unit,Good,B082LZGK39,2023-01-03 05:42:17.704918032
user_29,R11MQS7WD9C3I0,Good for fast charge but not for data transfer,The cable is efficient in fast charging but in quick data transfer. Overall fine.,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_136,R2AKH69XQY8BY4,Good cable compares to local the brand.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_68,R8GBOLYUN5UP6,good but doesnt last,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_60,R1AYVO4R25KJTA,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_126,R1HT6XM787V7FV,Good Product, Car charger,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_55,R339XJL1GMKHA3,Good and worth it, USB,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_146,R175VFSB2A32HG,very good material quality charging speed is 15 watt,The product is really good at affordable price.,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_75,R35T9LXYBSP09G,Not a fast charger,Good and fast charging,B08CF3D7QR,2023-01-03 11:40:19.672131147
user_144,R3EEUZKKK9J36I,Good product,Good product,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_121,R3HJVYCLYOY554,Good one,long wire,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_79,REDECAZ7AMPQC,Nice,Charges good,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_61,R1CLH2ULIVG5U3,Really nice product,Nice,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_8,R2DMKIBGFKBD6R,Very first time change,I bought this cable for Rs.339 worthy product for this price,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_22,RC89B5IAJUTR5,Good, i tested it in various charger adapters 33w and 18w it supports fast charging as well.,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_113,R3B3DDON5FH8DS,Fine product but could be better,Good,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_89,R13WAEJDI5RS36,Very nice it's charging like jet,Ok,B0789LZTCJ,2023-01-03 17:38:21.639344262
user_99,R1FKOKZ3HHKJBZ,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_56,R2WNMZI1EXTA0H,Works well,Initial impressions: works as said,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_92,RCA1M3W4RIXUR,Hdmi cable, glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws up,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_147,R3BKCLL6D7ZLIX,Value for money,The hdmi cable is good to watch movie,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_142,REVSR0ILY3547,All good,sports and its gives better quality while connecting your laptop with TV and play 🎮.I loved it,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_24,R15W5KMQB95IV5,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_3,R10PB68FRUHT5V,Delivery was good,All good,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_63,R3TLCE9JSBU3UP,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,B07KSMBL2H,2023-01-03 23:36:23.606557377
user_5,R1QETDIPRCX4S0,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy,B085DTN6R2,2023-01-04 05:34:25.573770491
user_47,RARQYQ8POOFA9,Nice Product,Worth it,B085DTN6R2,2023-01-04 05:34:25.573770491
user_116,R952F931MCOR5,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise,B085DTN6R2,2023-01-04 05:34:25.573770491
user_74,R3LLDHV3WXED9C,Good for data transfer, this cable actually works and has fast charging. JUST GO FOR IT,B085DTN6R2,2023-01-04 05:34:25.573770491
